Airline,Source,Dest,Route Map,Stops,Info,Price,Day,Month,Distance(km),Dep_Hr,Dep_Min,Duration_Hr,Duration_Min
Jet Airways,DEL,COK,DEL → NAG → BOM → COK,2,1,10919,3,6,2600.67,14,35,22,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,15,6,2201.6,17,30,25,30
Air India,CCU,BLR,CCU → IXR → DEL → BLR,2,0,11883,6,5,3045.77,05,50,17,25
SpiceJet,CCU,BLR,CCU → BLR,0,0,3847,21,3,1547.27,22,20,2,20
Jet Airways,BOM,HYD,BOM → HYD,0,0,5678,12,6,623.54,19,35,1,30
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8662,12,5,3022.67,07,10,15,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,14,00,14,25
SpiceJet,BLR,DEL,BLR → DEL,0,0,4423,12,5,1709.71,21,10,2,55
Air India,DEL,COK,DEL → BLR → COK,1,0,8991,12,6,2077.09,17,40,14,35
SpiceJet,DEL,COK,DEL → BLR → COK,1,0,5409,15,5,2077.09,17,55,4,55
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,27,4,2084.71,08,35,7,35
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,9941,24,5,2578.2,12,00,9,50
IndiGo,DEL,COK,DEL → HYD → MAA → COK,2,0,6494,21,3,2292.07,06,40,14,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7198,24,6,2201.6,17,00,8,30
SpiceJet,BLR,DEL,BLR → DEL,0,0,7110,09,3,1709.71,05,45,2,50
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,11087,12,3,1971.87,18,55,14,35
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,9,5,1547.27,20,20,2,35
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,15,6,1709.71,07,10,2,55
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,12,5,3022.67,09,35,9,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,10791,27,6,2201.6,06,00,13,0
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,7980,1,4,3022.67,07,10,25,55
Air India,DEL,COK,DEL → TRV → COK,1,0,6587,27,4,2427.24,05,15,25,35
Vistara,MAA,CCU,MAA → CCU,0,0,3687,6,5,1387.26,07,05,2,15
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,13307,15,5,2206.24,18,45,24,30
Air India,BOM,HYD,BOM → HYD,0,0,2050,24,3,623.54,15,00,1,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10197,9,5,2201.6,09,00,10,0
Vistara,BLR,DEL,BLR → DEL,0,0,4668,24,6,1709.71,21,00,2,50
IndiGo,BLR,DEL,BLR → DEL,0,0,4990,24,5,1709.71,13,00,2,50
IndiGo,BOM,HYD,BOM → HYD,0,0,4049,24,5,623.54,06,25,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7933,15,6,2201.6,09,00,12,0
IndiGo,BOM,HYD,BOM → HYD,0,0,4049,6,5,623.54,09,10,1,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,6645,27,3,2201.6,07,05,21,20
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,18,6,623.54,08,45,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8098,21,3,2201.6,13,00,12,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,3,6,2201.6,02,15,16,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,12284,18,3,1971.87,18,40,13,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,3,6,2201.6,15,00,28,0
IndiGo,BLR,DEL,BLR → DEL,0,0,4990,12,4,1709.71,20,00,2,50
Air India,BLR,DEL,BLR → BOM → NAG → DEL,2,0,12568,18,3,2370.94,17,25,17,10
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,11841,6,5,2500.36,14,05,9,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,18371,15,6,2201.6,02,15,10,20
SpiceJet,BLR,DEL,BLR → PNQ → DEL,1,0,23267,01,3,1878.77,10,20,7,55
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,13067,1,5,3022.67,09,35,14,0
IndiGo,MAA,CCU,MAA → CCU,0,0,5277,21,6,1387.26,22,05,2,20
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,13879,27,5,2955.43,17,15,14,25
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,9,4,1547.27,17,15,2,35
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,10178,9,5,2263.95,19,45,23,30
Jet Airways,DEL,COK,DEL → LKO → BOM → COK,2,0,13882,12,6,2671.33,11,45,16,40
Vistara,BLR,DEL,BLR → DEL,0,0,4878,21,5,1709.71,19,30,2,45
Vistara,BLR,DEL,BLR → DEL,0,0,4668,27,6,1709.71,09,45,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,21,5,2500.36,20,00,26,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7005,27,6,2201.6,08,45,12,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,02,15,10,20
Air India,DEL,COK,DEL → BOM → COK,1,0,9929,15,6,2201.6,03,50,15,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,1,6,2201.6,10,00,9,0
Air India,DEL,COK,DEL → COK,0,0,6094,21,4,2048.6,05,10,2,50
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,16736,06,3,1971.87,11,40,11,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,3,4,1709.71,11,10,2,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8882,18,5,2201.6,04,55,7,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10197,9,5,2201.6,08,00,11,0
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,12,5,1547.27,20,20,2,35
IndiGo,DEL,COK,DEL → BOM → COK,1,0,13628,3,3,2201.6,07,30,5,50
Vistara,DEL,COK,DEL → COK,0,0,6216,27,5,2048.6,14,40,3,10
Air India,DEL,COK,DEL → TRV → COK,1,0,7480,21,5,2427.24,05,15,25,35
Air India,CCU,BLR,CCU → DEL → BLR,1,0,11936,12,6,3022.67,10,00,6,15
SpiceJet,MAA,CCU,MAA → CCU,0,0,3859,18,3,1387.26,08,20,2,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,12,5,2500.36,20,00,14,5
Vistara,BLR,DEL,BLR → DEL,0,0,21730,01,3,1709.71,21,10,2,55
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6628,1,6,2201.6,17,10,8,20
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,10151,1,5,2578.2,12,00,19,55
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,11467,21,5,3022.67,17,00,21,25
IndiGo,DEL,COK,DEL → BLR → COK,1,0,7010,15,6,2077.09,05,10,4,55
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,3,4,1709.71,17,45,3,0
IndiGo,BLR,DEL,BLR → DEL,0,0,8033,09,3,1709.71,13,10,3,0
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,18,5,1709.71,11,10,2,55
IndiGo,CCU,BLR,CCU → PNQ → BLR,1,0,6911,9,6,2300.57,21,00,5,15
Jet Airways,DEL,COK,DEL → ATQ → BOM → COK,2,0,14300,27,6,2895.09,20,00,23,0
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13033,9,6,3728.94,07,00,18,20
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,24,5,1709.71,04,00,2,50
SpiceJet,BLR,DEL,BLR → DEL,0,0,6205,09,3,1709.71,09,35,2,55
IndiGo,DEL,COK,DEL → BOM → COK,1,0,14871,6,3,2201.6,11,30,9,30
Jet Airways,BOM,HYD,BOM → HYD,0,0,5678,18,5,623.54,02,55,1,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,16108,1,6,2201.6,11,30,7,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,17261,06,3,1971.87,20,35,12,55
SpiceJet,BLR,DEL,BLR → DEL,0,0,3311,12,5,1709.71,05,55,2,40
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,12,4,1547.27,11,30,2,35
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,9,6,1709.71,16,55,2,50
Air India,BLR,DEL,BLR → COK → DEL,1,0,8425,09,3,2415.98,22,00,15,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,15,5,1709.71,11,10,2,55
GoAir,DEL,COK,DEL → BOM → COK,1,0,5281,9,6,2201.6,10,35,9,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,17549,9,3,2201.6,08,00,20,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13797,3,6,2201.6,08,00,13,0
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,12,4,1709.71,08,30,2,50
Air India,DEL,COK,DEL → BLR → COK,1,0,7258,3,6,2077.09,17,40,15,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,18192,3,3,2201.6,12,50,12,45
Air India,CCU,BLR,CCU → DEL → AMD → BLR,2,0,13899,1,5,3290.72,10,00,19,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,9,5,2500.36,14,05,6,40
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,12,5,3022.67,09,35,24,10
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15147,6,3,2201.6,15,15,10,20
GoAir,BLR,DEL,BLR → DEL,0,0,3898,15,6,1709.71,07,45,2,55
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6818,15,5,2084.71,05,05,11,5
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14781,15,5,2500.36,16,30,19,30
Air Asia,CCU,BLR,CCU → IXR → DEL → BLR,2,0,5192,21,5,3045.77,15,10,8,20
Jet Airways,DEL,COK,DEL → BHO → BOM → COK,2,0,14441,27,6,2308.95,05,30,7,5
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,24,5,3022.67,20,25,24,40
IndiGo,CCU,BLR,CCU → BBI → BLR,1,0,4226,18,5,1547.97,19,35,3,40
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,13381,27,5,4043.05,20,15,23,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10678,15,6,2201.6,04,55,14,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,12242,27,3,2201.6,11,30,7,20
Jet Airways,BOM,HYD,BOM → HYD,0,1,4995,21,6,623.54,02,55,1,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,20,55,7,30
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,15,4,1547.27,22,20,2,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,9,5,2500.36,20,00,16,0
IndiGo,CCU,BLR,CCU → BLR,0,0,5224,18,4,1547.27,11,30,2,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14533,18,5,2201.6,07,05,12,10
SpiceJet,BOM,HYD,BOM → HYD,0,0,2017,24,5,623.54,22,45,1,30
Jet Airways,BLR,DEL,BLR → DEL,0,1,5769,12,6,1709.71,18,55,3,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11622,21,3,2201.6,10,45,8,5
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,3,4,1709.71,18,55,2,55
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,14,05,21,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9001,24,6,2201.6,07,30,11,45
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,27,6,623.54,12,00,1,30
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,24,5,1709.71,07,10,3,0
IndiGo,DEL,COK,DEL → TRV → COK,1,0,6937,9,3,2427.24,21,05,4,40
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13033,6,6,3728.94,10,00,15,20
SpiceJet,BLR,DEL,BLR → DEL,0,0,3625,3,5,1709.71,05,55,2,40
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,27,6,2232.34,21,25,21,35
Air India,BLR,DEL,BLR → BOM → NAG → DEL,2,0,12778,12,3,2370.94,08,50,25,25
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,1,6,1547.27,14,55,2,30
IndiGo,BOM,HYD,BOM → HYD,0,0,2227,18,3,623.54,21,20,1,25
SpiceJet,CCU,BLR,CCU → PNQ → BLR,1,0,6171,9,5,2300.57,08,35,8,40
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,10676,12,5,2578.2,12,00,19,55
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,13014,24,6,2206.24,19,30,17,5
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,18,3,623.54,02,30,1,30
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,8367,27,3,2955.43,17,15,14,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,5177,3,4,2201.6,02,15,26,10
SpiceJet,CCU,BLR,CCU → BLR,0,0,4174,18,4,1547.27,17,10,2,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9794,15,5,2201.6,08,45,10,15
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,10486,27,5,2084.71,09,45,6,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15058,21,5,2201.6,08,00,11,15
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,27,4,1547.27,22,15,2,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,17024,6,3,2201.6,16,00,27,45
GoAir,CCU,BLR,CCU → AMD → BLR,1,0,8855,12,5,2842.31,16,40,7,35
Air India,DEL,COK,DEL → BOM → COK,1,0,8372,9,6,2201.6,21,00,10,40
Jet Airways,BOM,HYD,BOM → HYD,0,1,4050,24,6,623.54,02,55,1,25
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,12,5,1709.71,11,10,2,55
SpiceJet,BOM,HYD,BOM → HYD,0,2,2385,18,3,623.54,05,45,1,20
GoAir,BLR,DEL,BLR → DEL,0,0,3898,24,6,1709.71,11,40,2,50
IndiGo,BLR,DEL,BLR → DEL,0,0,6860,03,3,1709.71,01,30,2,45
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,6749,27,5,2278.33,06,05,5,15
Air India,CCU,BLR,CCU → VNS → DEL → BLR,2,0,15107,21,5,3023.86,14,30,8,45
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,15,6,2206.24,09,40,18,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,07,00,14,20
SpiceJet,BOM,HYD,BOM → HYD,0,2,2385,27,5,623.54,13,15,1,30
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,24,6,1547.27,14,25,2,30
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,8236,21,3,2263.95,16,40,26,35
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6416,27,3,2201.6,11,30,9,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,9,6,2201.6,11,30,7,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,9,6,2201.6,22,50,20,10
SpiceJet,CCU,BLR,CCU → IXB → BLR,1,0,7646,1,4,2311.75,15,55,5,30
Air India,DEL,COK,DEL → MAA → COK,1,0,7480,1,6,2278.33,20,40,12,45
Vistara,MAA,CCU,MAA → CCU,0,0,11982,27,5,1387.26,17,45,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8309,18,5,2201.6,10,35,8,40
Jet Airways,DEL,COK,DEL → BHO → BOM → COK,2,1,13344,9,6,2308.95,05,30,7,5
Air India,CCU,BLR,CCU → HYD → BLR,1,0,4227,1,4,1662.88,19,00,14,50
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,9706,21,3,2206.24,12,00,19,40
SpiceJet,BOM,HYD,BOM → HYD,0,0,2017,6,5,623.54,13,15,1,30
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,12,6,2084.71,08,35,13,55
Jet Airways,BLR,DEL,BLR → DEL,0,0,8016,15,6,1709.71,18,55,3,5
IndiGo,DEL,COK,DEL → HYD → COK,1,0,5298,1,4,2084.71,06,50,5,20
Vistara,BLR,DEL,BLR → DEL,0,0,4878,21,5,1709.71,17,00,2,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,14,00,14,25
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,4176,12,5,1662.88,04,50,5,0
IndiGo,DEL,COK,DEL → BOM → COK,1,0,5883,15,6,2201.6,11,25,14,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12717,6,6,2201.6,10,00,9,0
IndiGo,MAA,CCU,MAA → CCU,0,0,3850,12,5,1387.26,07,55,2,20
IndiGo,MAA,CCU,MAA → CCU,0,0,3597,27,5,1387.26,19,35,2,20
SpiceJet,BOM,HYD,BOM → HYD,0,2,2175,9,5,623.54,13,15,1,30
Air Asia,BLR,DEL,BLR → DEL,0,0,7080,12,4,1709.71,23,55,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8849,1,4,2500.36,21,10,11,5
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9899,12,6,2500.36,08,25,11,25
Vistara,BLR,DEL,BLR → DEL,0,0,4878,15,6,1709.71,07,00,2,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7787,9,5,2201.6,07,30,11,45
SpiceJet,MAA,CCU,MAA → CCU,0,0,3597,3,5,1387.26,17,45,2,20
GoAir,DEL,COK,DEL → BOM → COK,1,0,5281,1,4,2201.6,10,35,9,0
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,9345,15,5,3022.67,20,20,22,30
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,24,6,2084.71,11,55,10,35
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6838,6,6,2201.6,09,15,11,45
SpiceJet,MAA,CCU,MAA → CCU,0,0,3597,3,6,1387.26,17,45,2,20
SpiceJet,BOM,HYD,BOM → HYD,0,0,3173,21,3,623.54,05,45,1,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13377,3,6,2201.6,18,15,7,15
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,9314,9,5,3022.67,20,25,21,35
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,9856,9,3,2084.71,13,15,9,5
Air India,DEL,COK,DEL → BOM → COK,1,0,8372,21,5,2201.6,08,00,11,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,7064,1,4,2500.36,18,55,23,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,1,5,1547.27,22,15,2,35
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,13029,27,5,2206.24,05,30,13,30
IndiGo,DEL,COK,DEL → HYD → COK,1,0,7640,24,5,2084.71,14,20,8,10
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,22270,01,3,1971.87,08,00,7,15
Air India,BLR,DEL,BLR → DEL,0,0,4441,1,4,1709.71,21,05,2,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,09,00,19,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,7064,1,4,2500.36,18,55,21,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,9,6,2500.36,08,25,12,20
SpiceJet,CCU,BLR,CCU → BLR,0,0,4174,9,6,1547.27,09,00,2,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8529,12,6,2500.36,16,30,28,15
IndiGo,BLR,DEL,BLR → DEL,0,0,3625,21,5,1709.71,22,10,2,50
IndiGo,BLR,DEL,BLR → DEL,0,0,3419,21,5,1709.71,00,30,2,55
IndiGo,MAA,CCU,MAA → CCU,0,0,3850,24,5,1387.26,05,15,2,25
Air India,CCU,BLR,CCU → BOM → COK → BLR,2,0,12802,24,5,3097.47,16,50,20,55
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,9748,6,3,2278.33,15,55,6,0
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6104,3,6,2201.6,17,10,8,20
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,21,6,1709.71,21,15,3,0
IndiGo,DEL,COK,DEL → HYD → COK,1,0,7514,3,6,2084.71,06,50,9,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,18308,06,3,1709.71,19,55,2,40
Air India,BOM,HYD,BOM → GOI → PNQ → HYD,2,0,17327,6,3,1282.1,21,10,4,15
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,8892,27,3,2955.43,13,05,18,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9794,27,5,2201.6,10,20,8,40
IndiGo,BLR,DEL,BLR → DEL,0,0,4423,1,4,1709.71,00,30,2,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,24,5,2500.36,20,00,24,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,9,5,2201.6,18,15,24,45
Vistara,MAA,CCU,MAA → CCU,0,0,11982,1,5,1387.26,17,45,2,20
IndiGo,BOM,HYD,BOM → HYD,0,0,4049,3,6,623.54,06,25,1,30
IndiGo,CCU,BLR,CCU → BLR,0,0,5618,24,3,1547.27,14,20,2,35
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,13591,27,6,4043.05,20,15,23,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9508,27,5,2201.6,10,00,15,30
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,18,6,1387.26,09,45,2,15
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,18,4,1709.71,18,55,3,5
Vistara,BLR,DEL,BLR → DEL,0,0,4668,18,6,1709.71,11,30,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,21,5,2500.36,14,05,20,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,15,5,2500.36,18,55,17,5
Air India,DEL,COK,DEL → MAA → COK,1,0,7690,9,6,2278.33,20,40,12,45
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,13067,21,5,3022.67,09,35,24,10
SpiceJet,BOM,HYD,BOM → HYD,0,2,1965,3,4,623.54,05,45,1,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16289,9,3,2201.6,16,00,26,50
Air India,CCU,BLR,CCU → DEL → BLR,1,0,10203,12,5,3022.67,20,30,12,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,15149,6,5,2500.36,14,05,9,30
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,9345,21,5,3022.67,17,00,6,25
SpiceJet,BOM,HYD,BOM → HYD,0,0,2017,18,5,623.54,05,45,1,30
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,9345,15,5,3022.67,07,10,16,15
Air India,CCU,BLR,CCU → MAA → BLR,1,0,6528,6,5,1654.62,14,35,24,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15603,3,3,2201.6,07,00,6,20
Jet Airways,DEL,COK,DEL → NAG → BOM → COK,2,0,13376,24,6,2600.67,06,45,21,40
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,27,6,2278.33,06,05,5,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10577,9,6,2201.6,16,00,27,0
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,10651,15,5,2206.24,12,00,19,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,7594,12,6,2500.36,14,05,14,35
Air Asia,CCU,BLR,CCU → BBI → BLR,1,0,6857,1,5,1547.97,06,50,3,40
IndiGo,BLR,DEL,BLR → DEL,0,0,4423,27,4,1709.71,13,00,2,50
Jet Airways,DEL,COK,DEL → BHO → BOM → COK,2,1,13344,12,6,2308.95,05,30,7,5
SpiceJet,BLR,DEL,BLR → DEL,0,0,3971,27,4,1709.71,21,10,2,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,18371,24,6,2201.6,09,00,10,0
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,1,6643,27,3,2263.95,19,10,33,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15077,6,3,2201.6,11,30,7,45
Air India,BLR,DEL,BLR → DEL,0,0,6121,1,5,1709.71,10,00,2,45
SpiceJet,BOM,HYD,BOM → HYD,0,0,5755,3,3,623.54,13,10,1,20
Air India,DEL,COK,DEL → MAA → COK,1,0,4487,9,4,2278.33,20,40,12,45
SpiceJet,DEL,COK,DEL → PNQ → COK,1,2,5158,21,5,2130.78,08,45,4,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,1,5,2500.36,20,00,8,40
Air India,BOM,HYD,BOM → HYD,0,0,3100,1,6,623.54,06,20,1,20
Jet Airways,BOM,HYD,BOM → HYD,0,1,3210,9,5,623.54,02,55,1,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,9,5,2201.6,19,15,17,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15135,3,3,2201.6,06,40,12,10
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,27,6,2232.34,05,30,13,30
SpiceJet,BOM,HYD,BOM → HYD,0,0,2017,6,6,623.54,13,15,1,30
Jet Airways,DEL,COK,DEL → NAG → BOM → COK,2,1,10919,12,6,2600.67,14,35,22,0
Vistara,BOM,HYD,BOM → DEL → HYD,1,0,12395,6,3,2404.77,21,55,25,0
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,21,6,1387.26,09,45,2,15
Jet Airways,BOM,HYD,BOM → HYD,0,1,2228,6,5,623.54,19,35,1,30
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,8236,21,3,2263.95,19,45,23,30
Air Asia,DEL,COK,DEL → BLR → COK,1,0,11410,3,6,2077.09,16,45,13,50
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,15129,21,5,2263.95,23,05,13,30
GoAir,CCU,BLR,CCU → BLR,0,0,3514,24,6,1547.27,15,20,2,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,13469,6,6,3022.67,09,35,11,30
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,9,4,1709.71,21,15,3,0
Vistara,BLR,DEL,BLR → DEL,0,0,7608,03,3,1709.71,21,10,2,55
Air India,BLR,DEL,BLR → DEL,0,0,6961,27,5,1709.71,10,00,2,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12042,1,6,2201.6,09,15,9,45
Jet Airways Business,BLR,DEL,BLR → BOM → DEL,1,5,62427,01,3,1971.87,05,45,6,40
Air India,BLR,DEL,BLR → VGA → HYD → DEL,2,0,9586,09,3,2029.24,10,30,10,55
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,1,6,1387.26,08,20,2,15
Jet Airways,DEL,COK,DEL → LKO → BOM → COK,2,0,13882,9,6,2671.33,09,25,27,10
Jet Airways,CCU,BLR,CCU → GAU → BLR,1,0,8781,24,5,2538.47,10,20,7,15
Air Asia,CCU,BLR,CCU → IXR → DEL → BLR,2,0,5192,12,6,3045.77,15,10,8,20
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,27,3,2084.71,06,40,15,40
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,6,5,2201.6,22,50,13,45
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,21,5,2500.36,18,55,21,25
